Verification Results (test_Xthis, test_ythis)
Timestamp: 2026-01-27 00:01:53.031230
Accuracy: 93.30%
-------------------------------------------------------
Index | True | Pred | Correct | Confidence
  658 |    1 |    1 | O       | 0.3971
  659 |    1 |    1 | O       | 0.4435
  660 |    1 |    1 | O       | 0.3981
  661 |    1 |    1 | O       | 0.3866
  662 |    1 |    1 | O       | 0.4526
  663 |    1 |    1 | O       | 0.3860
  664 |    1 |    1 | O       | 0.4186
  665 |    1 |    1 | O       | 0.4195
  666 |    1 |    1 | O       | 0.4157
  667 |    1 |    1 | O       | 0.4425
  668 |    1 |    1 | O       | 0.4142
  669 |    1 |    1 | O       | 0.4164
  670 |    1 |    1 | O       | 0.4435
  671 |    1 |    1 | O       | 0.3922
  672 |    1 |    1 | O       | 0.4129
  673 |    1 |    1 | O       | 0.4526
  674 |    1 |    1 | O       | 0.4169
  675 |    1 |    1 | O       | 0.4251
  676 |    1 |    1 | O       | 0.4189
  677 |    1 |    1 | O       | 0.4088
  678 |    1 |    1 | O       | 0.3978
  679 |    1 |    1 | O       | 0.4417
  680 |    1 |    1 | O       | 0.3892
  681 |    1 |    1 | O       | 0.4212
  682 |    1 |    1 | O       | 0.4101
  683 |    1 |    3 | X       | 0.3651
  684 |    1 |    1 | O       | 0.4523
  685 |    1 |    1 | O       | 0.4190
  686 |    1 |    1 | O       | 0.4196
  687 |    1 |    1 | O       | 0.4496
  688 |    1 |    1 | O       | 0.4238
  689 |    1 |    1 | O       | 0.4318
  690 |    1 |    1 | O       | 0.3944
  691 |    1 |    1 | O       | 0.4241
  692 |    1 |    1 | O       | 0.4527
  693 |    1 |    1 | O       | 0.4318
  694 |    1 |    1 | O       | 0.4471
  695 |    1 |    1 | O       | 0.4387
  696 |    1 |    1 | O       | 0.4150
  697 |    1 |    1 | O       | 0.4133
  698 |    1 |    1 | O       | 0.3947
  699 |    1 |    1 | O       | 0.4131
  700 |    1 |    1 | O       | 0.4163
  701 |    1 |    1 | O       | 0.4185
  702 |    1 |    1 | O       | 0.4243
  703 |    1 |    1 | O       | 0.4524
  704 |    1 |    3 | X       | 0.3642
  705 |    1 |    1 | O       | 0.4437
  706 |    1 |    1 | O       | 0.3768
  707 |    1 |    1 | O       | 0.4507
  708 |    1 |    1 | O       | 0.4209
  709 |    1 |    1 | O       | 0.4527
  710 |    1 |    1 | O       | 0.4090
  711 |    1 |    1 | O       | 0.4156
  712 |    1 |    1 | O       | 0.4091
  713 |    1 |    1 | O       | 0.4446
  714 |    1 |    1 | O       | 0.4527
  715 |    1 |    1 | O       | 0.4527
  716 |    1 |    1 | O       | 0.4112
  717 |    1 |    1 | O       | 0.4440
  718 |    1 |    1 | O       | 0.4113
  719 |    1 |    1 | O       | 0.4322
  720 |    1 |    1 | O       | 0.4158
  721 |    1 |    1 | O       | 0.4134
  722 |    1 |    1 | O       | 0.4111
  723 |    1 |    1 | O       | 0.4431
  724 |    1 |    1 | O       | 0.4296
  725 |    1 |    1 | O       | 0.3871
  726 |    1 |    1 | O       | 0.4526
  727 |    1 |    1 | O       | 0.4000
  728 |    1 |    1 | O       | 0.4030
  729 |    1 |    1 | O       | 0.4175
  730 |    1 |    1 | O       | 0.4108
  731 |    1 |    1 | O       | 0.4251
  732 |    1 |    1 | O       | 0.4178
  733 |    1 |    1 | O       | 0.3613
  734 |    1 |    1 | O       | 0.4525
  735 |    1 |    1 | O       | 0.4114
  736 |    1 |    1 | O       | 0.4157
  737 |    1 |    1 | O       | 0.4509
  738 |    1 |    1 | O       | 0.4449
  739 |    1 |    1 | O       | 0.4231
  740 |    1 |    1 | O       | 0.4526
  741 |    1 |    1 | O       | 0.4521
  742 |    1 |    1 | O       | 0.4159
  743 |    1 |    1 | O       | 0.4481
  744 |    1 |    1 | O       | 0.4220
  745 |    1 |    1 | O       | 0.4409
  746 |    1 |    1 | O       | 0.4191
  747 |    1 |    1 | O       | 0.4098
  748 |    1 |    1 | O       | 0.4476
  749 |    1 |    1 | O       | 0.4194
  750 |    1 |    1 | O       | 0.4242
  751 |    1 |    1 | O       | 0.4167
  752 |    1 |    1 | O       | 0.4186
  753 |    1 |    1 | O       | 0.4370
  754 |    1 |    1 | O       | 0.4299
  755 |    1 |    1 | O       | 0.3862
  756 |    1 |    1 | O       | 0.4217
  757 |    1 |    1 | O       | 0.4300
  758 |    1 |    1 | O       | 0.4512
  759 |    1 |    1 | O       | 0.4475
  760 |    1 |    1 | O       | 0.4404
  761 |    1 |    1 | O       | 0.4426
  762 |    1 |    1 | O       | 0.4477
  763 |    1 |    1 | O       | 0.4152
  764 |    1 |    1 | O       | 0.4144
  765 |    1 |    1 | O       | 0.4401
  766 |    1 |    1 | O       | 0.4508
  767 |    1 |    1 | O       | 0.4524
  768 |    1 |    1 | O       | 0.4194
  769 |    1 |    1 | O       | 0.4124
  770 |    1 |    1 | O       | 0.4401
  771 |    1 |    1 | O       | 0.4100
  772 |    1 |    1 | O       | 0.4405
  773 |    1 |    1 | O       | 0.4263
  774 |    1 |    1 | O       | 0.4526
  775 |    1 |    1 | O       | 0.3908
  776 |    1 |    1 | O       | 0.4320
  777 |    1 |    1 | O       | 0.4276
  778 |    1 |    1 | O       | 0.4197
  779 |    1 |    1 | O       | 0.4347
  780 |    1 |    1 | O       | 0.4183
  781 |    1 |    1 | O       | 0.4020
  782 |    1 |    1 | O       | 0.4524
  783 |    1 |    1 | O       | 0.4180
  784 |    1 |    1 | O       | 0.4174
  785 |    1 |    1 | O       | 0.4455
  786 |    1 |    1 | O       | 0.4200
  787 |    1 |    3 | X       | 0.3589
  788 |    1 |    1 | O       | 0.3853
  789 |    1 |    1 | O       | 0.4126
  790 |    1 |    1 | O       | 0.4524
  791 |    1 |    1 | O       | 0.3986
  792 |    1 |    1 | O       | 0.4347
  793 |    1 |    1 | O       | 0.3824
  794 |    1 |    1 | O       | 0.4112
  795 |    1 |    1 | O       | 0.4213
  796 |    1 |    1 | O       | 0.4188
  797 |    1 |    1 | O       | 0.4250
  798 |    1 |    1 | O       | 0.4333
  799 |    1 |    1 | O       | 0.4026
  800 |    1 |    1 | O       | 0.3688
  801 |    1 |    1 | O       | 0.4213
  802 |    1 |    1 | O       | 0.4194
  803 |    1 |    1 | O       | 0.4313
  804 |    1 |    1 | O       | 0.4168
  805 |    1 |    1 | O       | 0.3905
  806 |    1 |    1 | O       | 0.4432
  807 |    1 |    1 | O       | 0.4181
  808 |    1 |    1 | O       | 0.4026
  809 |    1 |    1 | O       | 0.4344
  810 |    1 |    1 | O       | 0.4156
  811 |    1 |    1 | O       | 0.4527
  812 |    1 |    1 | O       | 0.3834
  813 |    1 |    1 | O       | 0.4470
  814 |    1 |    1 | O       | 0.4450
  815 |    1 |    3 | X       | 0.3591
  816 |    1 |    1 | O       | 0.4114
  817 |    1 |    1 | O       | 0.4358
  818 |    1 |    1 | O       | 0.4103
  819 |    1 |    1 | O       | 0.3997
  820 |    1 |    1 | O       | 0.4469
  821 |    1 |    1 | O       | 0.4409
  822 |    1 |    1 | O       | 0.4388
  823 |    1 |    1 | O       | 0.4065
  824 |    1 |    1 | O       | 0.4127
  825 |    1 |    1 | O       | 0.4453
  826 |    1 |    1 | O       | 0.3643
  827 |    1 |    1 | O       | 0.4482
  828 |    1 |    1 | O       | 0.4527
  829 |    1 |    1 | O       | 0.4469
  830 |    1 |    1 | O       | 0.4394
  831 |    1 |    1 | O       | 0.3934
  832 |    1 |    1 | O       | 0.4406
  833 |    1 |    1 | O       | 0.3629
  834 |    1 |    1 | O       | 0.4489
  835 |    1 |    1 | O       | 0.4309
  836 |    1 |    1 | O       | 0.4138
  837 |    1 |    1 | O       | 0.4515
  838 |    1 |    1 | O       | 0.4526
  839 |    1 |    1 | O       | 0.3607
  840 |    1 |    1 | O       | 0.4319
  841 |    1 |    1 | O       | 0.3979
  842 |    1 |    1 | O       | 0.3730
  843 |    1 |    1 | O       | 0.4206
  844 |    1 |    1 | O       | 0.4380
  845 |    1 |    1 | O       | 0.4521
  846 |    1 |    1 | O       | 0.4352
  847 |    1 |    1 | O       | 0.4522
  848 |    1 |    1 | O       | 0.4416
  849 |    1 |    1 | O       | 0.4242
  850 |    1 |    1 | O       | 0.4209
  851 |    1 |    1 | O       | 0.4331
  852 |    1 |    1 | O       | 0.4213
  853 |    1 |    1 | O       | 0.4177
  854 |    1 |    1 | O       | 0.4390
  855 |    1 |    3 | X       | 0.3605
  856 |    1 |    1 | O       | 0.4204
  857 |    1 |    1 | O       | 0.4220
  858 |    1 |    1 | O       | 0.4526
  859 |    1 |    1 | O       | 0.4527
  860 |    1 |    1 | O       | 0.4154
  861 |    1 |    1 | O       | 0.4218
  862 |    1 |    1 | O       | 0.4306
  863 |    1 |    1 | O       | 0.4484
  864 |    1 |    1 | O       | 0.4187
  865 |    1 |    1 | O       | 0.4271
  866 |    1 |    1 | O       | 0.4521
  867 |    1 |    1 | O       | 0.4205
  868 |    1 |    1 | O       | 0.4493
  869 |    1 |    1 | O       | 0.4410
  870 |    1 |    1 | O       | 0.4462
  871 |    1 |    1 | O       | 0.4208
  872 |    1 |    1 | O       | 0.4511
  873 |    1 |    1 | O       | 0.4282
  874 |    1 |    1 | O       | 0.4509
  875 |    1 |    1 | O       | 0.4188
  876 |    1 |    1 | O       | 0.4354
  877 |    1 |    1 | O       | 0.4241
  878 |    1 |    1 | O       | 0.4371
  879 |    1 |    1 | O       | 0.4524
  880 |    1 |    1 | O       | 0.4084
  881 |    1 |    1 | O       | 0.4212
  882 |    1 |    1 | O       | 0.4200
  883 |    1 |    1 | O       | 0.4509
  884 |    1 |    1 | O       | 0.4396
  885 |    1 |    1 | O       | 0.4309
  886 |    1 |    1 | O       | 0.4288
  887 |    1 |    1 | O       | 0.4481
  888 |    1 |    1 | O       | 0.4395
  889 |    1 |    1 | O       | 0.4259
  890 |    1 |    1 | O       | 0.3740
  891 |    1 |    1 | O       | 0.4270
  892 |    1 |    1 | O       | 0.4397
  893 |    1 |    1 | O       | 0.4453
  894 |    1 |    1 | O       | 0.4367
  895 |    1 |    1 | O       | 0.4181
  896 |    1 |    1 | O       | 0.4130
  897 |    1 |    1 | O       | 0.4385
  898 |    1 |    1 | O       | 0.3818
  899 |    1 |    1 | O       | 0.3891
  900 |    1 |    1 | O       | 0.4523
  901 |    1 |    3 | X       | 0.3606
  902 |    1 |    1 | O       | 0.4211
  903 |    1 |    1 | O       | 0.4208
  904 |    1 |    1 | O       | 0.4257
  905 |    1 |    1 | O       | 0.4091
  906 |    1 |    1 | O       | 0.4509
  907 |    1 |    1 | O       | 0.4489
  908 |    1 |    1 | O       | 0.4850
  909 |    1 |    1 | O       | 0.4028
  910 |    1 |    1 | O       | 0.4461
  911 |    1 |    1 | O       | 0.4224
  912 |    1 |    1 | O       | 0.4199
  913 |    1 |    1 | O       | 0.4098
  914 |    1 |    1 | O       | 0.4264
  915 |    1 |    1 | O       | 0.4170
  916 |    1 |    3 | X       | 0.3607
  917 |    1 |    1 | O       | 0.4042
  918 |    1 |    1 | O       | 0.4438
  919 |    1 |    1 | O       | 0.4151
  920 |    1 |    3 | X       | 0.3645
  921 |    1 |    1 | O       | 0.4144
  922 |    1 |    1 | O       | 0.3612
  923 |    1 |    3 | X       | 0.3606
  924 |    1 |    1 | O       | 0.4291
  925 |    1 |    1 | O       | 0.3910
  926 |    1 |    1 | O       | 0.4212
  927 |    1 |    1 | O       | 0.3837
  928 |    1 |    1 | O       | 0.4410
  929 |    1 |    1 | O       | 0.4526
  930 |    1 |    1 | O       | 0.4322
  931 |    1 |    1 | O       | 0.4179
  932 |    1 |    1 | O       | 0.4512
  933 |    1 |    1 | O       | 0.4427
  934 |    1 |    1 | O       | 0.4514
  935 |    1 |    1 | O       | 0.4109
  936 |    1 |    1 | O       | 0.4218
  937 |    1 |    1 | O       | 0.4302
  938 |    1 |    1 | O       | 0.4588
  939 |    1 |    1 | O       | 0.3953
  940 |    1 |    1 | O       | 0.4182
  941 |    1 |    1 | O       | 0.3932
  942 |    1 |    1 | O       | 0.4444
  943 |    1 |    1 | O       | 0.4181
  944 |    1 |    1 | O       | 0.4475
  945 |    1 |    1 | O       | 0.4487
  946 |    1 |    1 | O       | 0.4198
  947 |    1 |    1 | O       | 0.4182
  948 |    1 |    1 | O       | 0.4160
  949 |    1 |    1 | O       | 0.4338
  950 |    1 |    1 | O       | 0.4191
  951 |    1 |    1 | O       | 0.4377
  952 |    1 |    1 | O       | 0.4203
  953 |    1 |    1 | O       | 0.4140
  954 |    1 |    1 | O       | 0.4456
  955 |    1 |    1 | O       | 0.4469
  956 |    1 |    1 | O       | 0.3869
  957 |    1 |    1 | O       | 0.4009
  958 |    1 |    1 | O       | 0.4144
  959 |    1 |    1 | O       | 0.4279
  960 |    1 |    1 | O       | 0.3786
  961 |    1 |    1 | O       | 0.4104
  962 |    1 |    1 | O       | 0.4527
  963 |    1 |    1 | O       | 0.4434
  964 |    1 |    1 | O       | 0.4451
  965 |    1 |    1 | O       | 0.4471
  966 |    1 |    1 | O       | 0.4458
  967 |    1 |    1 | O       | 0.4325
  968 |    1 |    1 | O       | 0.4526
  969 |    1 |    1 | O       | 0.4182
  970 |    1 |    1 | O       | 0.4183
  971 |    1 |    1 | O       | 0.4481
  972 |    1 |    1 | O       | 0.4385
  973 |    1 |    1 | O       | 0.4112
  974 |    1 |    1 | O       | 0.4094
  975 |    1 |    1 | O       | 0.4317
  976 |    1 |    1 | O       | 0.4146
  977 |    1 |    1 | O       | 0.3918
  978 |    1 |    1 | O       | 0.4098
  979 |    1 |    1 | O       | 0.3658
  980 |    1 |    1 | O       | 0.4220
  981 |    1 |    1 | O       | 0.4135
  982 |    1 |    1 | O       | 0.4348
  983 |    1 |    1 | O       | 0.4101
  984 |    1 |    1 | O       | 0.4234
  985 |    1 |    1 | O       | 0.4474
  986 |    1 |    1 | O       | 0.4278
  987 |    1 |    1 | O       | 0.3846
  988 |    1 |    1 | O       | 0.4446
  989 |    1 |    1 | O       | 0.4432
  990 |    1 |    1 | O       | 0.4527
  991 |    1 |    1 | O       | 0.3676
  992 |    1 |    1 | O       | 0.4479
  993 |    1 |    1 | O       | 0.4228
  994 |    1 |    1 | O       | 0.4432
  995 |    1 |    1 | O       | 0.4197
  996 |    1 |    1 | O       | 0.4112
  997 |    1 |    1 | O       | 0.4211
  998 |    1 |    1 | O       | 0.4125
  999 |    1 |    1 | O       | 0.4008
 1000 |    2 |    2 | O       | 0.4362
 1001 |    2 |    2 | O       | 0.4268
 1002 |    2 |    2 | O       | 0.4383
 1003 |    2 |    2 | O       | 0.3868
 1004 |    2 |    2 | O       | 0.4622
 1005 |    2 |    2 | O       | 0.4008
 1006 |    2 |    2 | O       | 0.4317
 1007 |    2 |    2 | O       | 0.4223
 1008 |    2 |    2 | O       | 0.4396
 1009 |    2 |    2 | O       | 0.4405
 1010 |    2 |    2 | O       | 0.3998
 1011 |    2 |    2 | O       | 0.4561
 1012 |    2 |    2 | O       | 0.4357
 1013 |    2 |    2 | O       | 0.4064
 1014 |    2 |    2 | O       | 0.4510
 1015 |    2 |    2 | O       | 0.4546
 1016 |    2 |    2 | O       | 0.4470
 1017 |    2 |    2 | O       | 0.4060
 1018 |    2 |    3 | X       | 0.3914
 1019 |    2 |    2 | O       | 0.4079
 1020 |    2 |    2 | O       | 0.3976
 1021 |    2 |    2 | O       | 0.4488
 1022 |    2 |    2 | O       | 0.4136
 1023 |    2 |    2 | O       | 0.4361
 1024 |    2 |    2 | O       | 0.4028
 1025 |    2 |    2 | O       | 0.4025
 1026 |    2 |    2 | O       | 0.4069
 1027 |    2 |    2 | O       | 0.4473
 1028 |    2 |    2 | O       | 0.3992
 1029 |    2 |    2 | O       | 0.4464
 1030 |    2 |    2 | O       | 0.4128
 1031 |    2 |    2 | O       | 0.4203
 1032 |    2 |    2 | O       | 0.4392
 1033 |    2 |    2 | O       | 0.4416
 1034 |    2 |    2 | O       | 0.3983
 1035 |    2 |    2 | O       | 0.4416
 1036 |    2 |    2 | O       | 0.4097
 1037 |    2 |    2 | O       | 0.4369
 1038 |    2 |    2 | O       | 0.4369
 1039 |    2 |    2 | O       | 0.4570
 1040 |    2 |    2 | O       | 0.4295
 1041 |    2 |    2 | O       | 0.4399
 1042 |    2 |    2 | O       | 0.4414
 1043 |    2 |    2 | O       | 0.4470
 1044 |    2 |    2 | O       | 0.4397
 1045 |    2 |    2 | O       | 0.4393
 1046 |    2 |    2 | O       | 0.4274
 1047 |    2 |    2 | O       | 0.4259
 1048 |    2 |    2 | O       | 0.4467
 1049 |    2 |    3 | X       | 0.3813
 1050 |    2 |    2 | O       | 0.4270
 1051 |    2 |    2 | O       | 0.4611
 1052 |    2 |    2 | O       | 0.4366
 1053 |    2 |    2 | O       | 0.4308
 1054 |    2 |    2 | O       | 0.3911
 1055 |    2 |    2 | O       | 0.4609
 1056 |    2 |    2 | O       | 0.4342
 1057 |    2 |    2 | O       | 0.4425
 1058 |    2 |    2 | O       | 0.4404
 1059 |    2 |    2 | O       | 0.4529
 1060 |    2 |    2 | O       | 0.4390
 1061 |    2 |    2 | O       | 0.4392
 1062 |    2 |    2 | O       | 0.4498
 1063 |    2 |    2 | O       | 0.4274
 1064 |    2 |    2 | O       | 0.4448
 1065 |    2 |    2 | O       | 0.3981
 1066 |    2 |    2 | O       | 0.4370
 1067 |    2 |    2 | O       | 0.3891
 1068 |    2 |    2 | O       | 0.4414
 1069 |    2 |    2 | O       | 0.4016
 1070 |    2 |    3 | X       | 0.3797
 1071 |    2 |    2 | O       | 0.4071
 1072 |    2 |    2 | O       | 0.3965
 1073 |    2 |    2 | O       | 0.3910
 1074 |    2 |    2 | O       | 0.4611
 1075 |    2 |    2 | O       | 0.4518
 1076 |    2 |    2 | O       | 0.4581
 1077 |    2 |    2 | O       | 0.4415
 1078 |    2 |    2 | O       | 0.4369
 1079 |    2 |    2 | O       | 0.3998
 1080 |    2 |    2 | O       | 0.4360
 1081 |    2 |    3 | X       | 0.4217
 1082 |    2 |    2 | O       | 0.4413
 1083 |    2 |    2 | O       | 0.4382
 1084 |    2 |    2 | O       | 0.4503
 1085 |    2 |    2 | O       | 0.4476
 1086 |    2 |    2 | O       | 0.4094
 1087 |    2 |    2 | O       | 0.3920
 1088 |    2 |    3 | X       | 0.3900
 1089 |    2 |    2 | O       | 0.4557
 1090 |    2 |    2 | O       | 0.4366
 1091 |    2 |    2 | O       | 0.4235
 1092 |    2 |    0 | X       | 0.3633
 1093 |    2 |    2 | O       | 0.4467
 1094 |    2 |    2 | O       | 0.4636
 1095 |    2 |    2 | O       | 0.4435
 1096 |    2 |    2 | O       | 0.4391
 1097 |    2 |    2 | O       | 0.3974
 1098 |    2 |    2 | O       | 0.4533
 1099 |    2 |    2 | O       | 0.4244
 1100 |    2 |    2 | O       | 0.4379
 1101 |    2 |    2 | O       | 0.4240
 1102 |    2 |    2 | O       | 0.3877
 1103 |    2 |    2 | O       | 0.4433
 1104 |    2 |    2 | O       | 0.3912
 1105 |    2 |    2 | O       | 0.4029
 1106 |    2 |    2 | O       | 0.3889
 1107 |    2 |    3 | X       | 0.3553
 1108 |    2 |    3 | X       | 0.3834
 1109 |    2 |    2 | O       | 0.3919
 1110 |    2 |    2 | O       | 0.4375
 1111 |    2 |    2 | O       | 0.4057
 1112 |    2 |    2 | O       | 0.4489
 1113 |    2 |    2 | O       | 0.3965
 1114 |    2 |    2 | O       | 0.4445
 1115 |    2 |    2 | O       | 0.4262
 1116 |    2 |    2 | O       | 0.3593
 1117 |    2 |    2 | O       | 0.4441
 1118 |    2 |    2 | O       | 0.4420
 1119 |    2 |    2 | O       | 0.4291
 1120 |    2 |    2 | O       | 0.4241
 1121 |    2 |    2 | O       | 0.4418
 1122 |    2 |    2 | O       | 0.3879
 1123 |    2 |    2 | O       | 0.4411
 1124 |    2 |    2 | O       | 0.4433
 1125 |    2 |    2 | O       | 0.4606
 1126 |    2 |    2 | O       | 0.4215
 1127 |    2 |    2 | O       | 0.4568
 1128 |    2 |    2 | O       | 0.4338
 1129 |    2 |    2 | O       | 0.4409
 1130 |    2 |    2 | O       | 0.4401
 1131 |    2 |    2 | O       | 0.3924
 1132 |    2 |    2 | O       | 0.4146
 1133 |    2 |    2 | O       | 0.4544
 1134 |    2 |    2 | O       | 0.4170
 1135 |    2 |    2 | O       | 0.4564
 1136 |    2 |    2 | O       | 0.4004
 1137 |    2 |    2 | O       | 0.3663
 1138 |    2 |    2 | O       | 0.3939
 1139 |    2 |    2 | O       | 0.4348
 1140 |    2 |    0 | X       | 0.3773
 1141 |    2 |    2 | O       | 0.3901
 1142 |    2 |    2 | O       | 0.4122
 1143 |    2 |    2 | O       | 0.4190
 1144 |    2 |    2 | O       | 0.3921
 1145 |    2 |    2 | O       | 0.4472
 1146 |    2 |    2 | O       | 0.4396
 1147 |    2 |    2 | O       | 0.4245
 1148 |    2 |    2 | O       | 0.4480
 1149 |    2 |    2 | O       | 0.4640
 1150 |    2 |    2 | O       | 0.4354
 1151 |    2 |    2 | O       | 0.4350
 1152 |    2 |    2 | O       | 0.4240
 1153 |    2 |    2 | O       | 0.4036
 1154 |    2 |    2 | O       | 0.4228
 1155 |    2 |    2 | O       | 0.4373
 1156 |    2 |    2 | O       | 0.3728
 1157 |    2 |    2 | O       | 0.4234
 1158 |    2 |    2 | O       | 0.4398
 1159 |    2 |    2 | O       | 0.4208
 1160 |    2 |    2 | O       | 0.4444
 1161 |    2 |    2 | O       | 0.4330
 1162 |    2 |    2 | O       | 0.4043
 1163 |    2 |    2 | O       | 0.4527
 1164 |    2 |    2 | O       | 0.4367
 1165 |    2 |    2 | O       | 0.4370
 1166 |    2 |    2 | O       | 0.4379
 1167 |    2 |    2 | O       | 0.4095
 1168 |    2 |    2 | O       | 0.4623
 1169 |    2 |    2 | O       | 0.4410
 1170 |    2 |    2 | O       | 0.4188
 1171 |    2 |    2 | O       | 0.4396
 1172 |    2 |    2 | O       | 0.4447
 1173 |    2 |    2 | O       | 0.4169
 1174 |    2 |    2 | O       | 0.4449
 1175 |    2 |    2 | O       | 0.4583
 1176 |    2 |    2 | O       | 0.4487
 1177 |    2 |    2 | O       | 0.4426
 1178 |    2 |    2 | O       | 0.4044
 1179 |    2 |    2 | O       | 0.3291
 1180 |    2 |    2 | O       | 0.3866
 1181 |    2 |    2 | O       | 0.4246
 1182 |    2 |    2 | O       | 0.4414
 1183 |    2 |    2 | O       | 0.4304
 1184 |    2 |    2 | O       | 0.4183
 1185 |    2 |    2 | O       | 0.4484
 1186 |    2 |    2 | O       | 0.4427
 1187 |    2 |    2 | O       | 0.4146
 1188 |    2 |    2 | O       | 0.4320
 1189 |    2 |    2 | O       | 0.4368
 1190 |    2 |    2 | O       | 0.4472
 1191 |    2 |    2 | O       | 0.4478
 1192 |    2 |    2 | O       | 0.4505
 1193 |    2 |    2 | O       | 0.4420
 1194 |    2 |    2 | O       | 0.3846
 1195 |    2 |    2 | O       | 0.4016
 1196 |    2 |    2 | O       | 0.4653
 1197 |    2 |    2 | O       | 0.4427
 1198 |    2 |    2 | O       | 0.4465
 1199 |    2 |    2 | O       | 0.4376
 1200 |    2 |    2 | O       | 0.4016
 1201 |    2 |    2 | O       | 0.3844
 1202 |    2 |    3 | X       | 0.3879
 1203 |    2 |    2 | O       | 0.4226
 1204 |    2 |    2 | O       | 0.4527
 1205 |    2 |    2 | O       | 0.4536
 1206 |    2 |    2 | O       | 0.4419
 1207 |    2 |    2 | O       | 0.4455
 1208 |    2 |    2 | O       | 0.4355
 1209 |    2 |    2 | O       | 0.4172
 1210 |    2 |    2 | O       | 0.4451
 1211 |    2 |    2 | O       | 0.4139
 1212 |    2 |    2 | O       | 0.4279
 1213 |    2 |    2 | O       | 0.3893
 1214 |    2 |    2 | O       | 0.4388
 1215 |    2 |    2 | O       | 0.3967
 1216 |    2 |    2 | O       | 0.4519
 1217 |    2 |    2 | O       | 0.3949
 1218 |    2 |    2 | O       | 0.4129
 1219 |    2 |    2 | O       | 0.4497
 1220 |    2 |    2 | O       | 0.4518
 1221 |    2 |    2 | O       | 0.4420
 1222 |    2 |    2 | O       | 0.4420
 1223 |    2 |    2 | O       | 0.3927
 1224 |    2 |    3 | X       | 0.3739
 1225 |    2 |    2 | O       | 0.4206
 1226 |    2 |    2 | O       | 0.4610
 1227 |    2 |    2 | O       | 0.4044
 1228 |    2 |    2 | O       | 0.4566
 1229 |    2 |    2 | O       | 0.4384
 1230 |    2 |    2 | O       | 0.4494
 1231 |    2 |    2 | O       | 0.4375
 1232 |    2 |    2 | O       | 0.4212
 1233 |    2 |    2 | O       | 0.4337
 1234 |    2 |    2 | O       | 0.4016
 1235 |    2 |    2 | O       | 0.4068
 1236 |    2 |    2 | O       | 0.4263
 1237 |    2 |    2 | O       | 0.4409
 1238 |    2 |    2 | O       | 0.4132
 1239 |    2 |    2 | O       | 0.4486
 1240 |    2 |    2 | O       | 0.4449
 1241 |    2 |    2 | O       | 0.4330
 1242 |    2 |    2 | O       | 0.4156
 1243 |    2 |    2 | O       | 0.4459
 1244 |    2 |    2 | O       | 0.3909
 1245 |    2 |    0 | X       | 0.3372
 1246 |    2 |    2 | O       | 0.4394
 1247 |    2 |    2 | O       | 0.4457
 1248 |    2 |    2 | O       | 0.3991
 1249 |    2 |    2 | O       | 0.4429
 1250 |    2 |    2 | O       | 0.4103
 1251 |    2 |    2 | O       | 0.3977
 1252 |    2 |    2 | O       | 0.4246
 1253 |    2 |    2 | O       | 0.4127
 1254 |    2 |    2 | O       | 0.3951
 1255 |    2 |    2 | O       | 0.3867
 1256 |    2 |    2 | O       | 0.4517
 1257 |    2 |    2 | O       | 0.4383
 1258 |    2 |    2 | O       | 0.4416
 1259 |    2 |    2 | O       | 0.4036
 1260 |    2 |    2 | O       | 0.4388
 1261 |    2 |    2 | O       | 0.4392
 1262 |    2 |    2 | O       | 0.3915
 1263 |    2 |    2 | O       | 0.4552
 1264 |    2 |    2 | O       | 0.3899
 1265 |    2 |    2 | O       | 0.4520
 1266 |    2 |    2 | O       | 0.4631
 1267 |    2 |    2 | O       | 0.3944
 1268 |    2 |    2 | O       | 0.4465
 1269 |    2 |    2 | O       | 0.4301
 1270 |    2 |    2 | O       | 0.4272
 1271 |    2 |    0 | X       | 0.4062
 1272 |    2 |    2 | O       | 0.4438
 1273 |    2 |    2 | O       | 0.4178
 1274 |    2 |    2 | O       | 0.4425
 1275 |    2 |    2 | O       | 0.3916
 1276 |    2 |    2 | O       | 0.4428
 1277 |    2 |    2 | O       | 0.4512
 1278 |    2 |    2 | O       | 0.4643
 1279 |    2 |    2 | O       | 0.4132
 1280 |    2 |    2 | O       | 0.3734
 1281 |    2 |    2 | O       | 0.3718
 1282 |    2 |    2 | O       | 0.4382
 1283 |    2 |    2 | O       | 0.4566
 1284 |    2 |    2 | O       | 0.4477
 1285 |    2 |    2 | O       | 0.4379
 1286 |    2 |    2 | O       | 0.4450
 1287 |    2 |    2 | O       | 0.4368
 1288 |    2 |    2 | O       | 0.4064
 1289 |    2 |    2 | O       | 0.4494
 1290 |    2 |    2 | O       | 0.4270
 1291 |    2 |    2 | O       | 0.4542
 1292 |    2 |    2 | O       | 0.4291
 1293 |    2 |    2 | O       | 0.4388
 1294 |    2 |    2 | O       | 0.4340
 1295 |    2 |    2 | O       | 0.4496
 1296 |    2 |    2 | O       | 0.4370
 1297 |    2 |    2 | O       | 0.4463
 1298 |    2 |    2 | O       | 0.3877
 1299 |    2 |    2 | O       | 0.4493
 1300 |    2 |    2 | O       | 0.4332
 1301 |    2 |    2 | O       | 0.4072
 1302 |    2 |    2 | O       | 0.4315
 1303 |    2 |    2 | O       | 0.4059
 1304 |    2 |    2 | O       | 0.4112
 1305 |    2 |    2 | O       | 0.4349
